currency,year,value
USD,1999,166.6
USD,2000,172.2
USD,2001,177.1
USD,2002,179.9
USD,2003,184.0
USD,2004,188.9
USD,2005,195.3
USD,2006,201.6
USD,2007,207.3
USD,2008,215.303
USD,2009,214.537
USD,2010,218.056
USD,2011,224.939
USD,2012,229.594
USD,2013,232.957
USD,2014,236.736
USD,2015,237.017
USD,2016,240.007
