supply_node,geography,other_index_1,unit,interpolation_method,extrapolation_method,extrapolation_growth,geography_map_key,source,notes,gau,oth_1,resource_bin,year,value,sensitivity
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2025,46.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2026,47.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2027,47.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2028,47.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2029,47.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2030,48.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2031,48.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2032,48.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2033,49.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2034,49.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2035,50.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2036,50.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2037,50.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2038,51.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2039,51.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2040,52.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2041,52.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2042,52.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2043,52.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2044,52.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2045,52.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2046,52.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2047,53.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2048,53.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2049,53.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2050,54.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2011,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2012,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2013,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2014,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2015,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2016,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2017,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2018,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2019,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2020,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2021,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2022,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2023,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2024,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2025,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2026,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2027,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2028,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2029,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2030,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2031,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2032,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2033,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2034,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2035,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2036,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2037,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2038,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2039,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2040,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2041,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2042,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2043,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2044,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2045,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2046,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2047,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2048,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2049,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2050,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2011,575.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2012,581.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2013,581.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2014,590.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2015,604.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2016,630.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2017,709.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2018,721.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2019,762.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2020,779.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2021,797.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2022,823.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2023,847.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2024,862.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2025,873.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2026,889.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2027,891.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2028,893.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2029,897.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2030,905.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2031,913.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2032,920.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2033,924.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2034,935.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2035,942.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2036,951.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2037,957.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2038,964.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2039,977.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2040,985.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2041,986.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2042,987.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2043,990.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2044,992.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2045,994.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2046,994.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2047,1001.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2048,1006.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2049,1014.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2050,1027.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2011,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2012,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2013,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2014,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2015,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2016,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2017,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2018,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2019,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2020,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2021,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2022,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2023,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2024,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2025,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2026,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2027,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2028,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2029,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2030,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2031,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2032,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2033,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2034,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2035,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2036,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2037,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2038,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2039,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2040,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2041,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2042,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2043,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2044,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2045,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2046,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2047,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2048,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2049,0.0,
LPG Feedstock Delivery,census region,,TBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2050,0.0,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2015,7.3484419999999995,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2016,2.137513,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2017,2.465983,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2018,2.9049,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2019,3.8437300000000003,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2020,4.924096,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2021,6.068529,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2022,6.248289,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2023,6.43671,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2024,6.672053999999999,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2025,6.863296000000001,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2026,7.010350999999999,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2027,7.158308,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2028,7.289864,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2029,7.354964999999999,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2030,7.410404,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2031,7.459599000000001,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2032,7.5185580000000005,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2033,7.586719,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2034,7.650186,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2035,7.6929479999999995,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2036,7.686178,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2037,7.679207000000001,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2038,7.665075999999999,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2039,7.651225999999999,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2040,7.6344259999999995,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2041,7.605525999999999,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2042,7.577406,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2043,7.550289,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2044,7.523696000000001,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2045,7.495255,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2046,7.473327,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2047,7.459006,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2048,7.452192,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2049,7.459614999999999,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2050,7.442813,
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2015,2.137513,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2016,2.465983,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2017,2.9049,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2018,3.8437300000000003,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2019,4.924096,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2020,6.068529,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2021,5.5324761,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2022,4.9944232,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2023,4.4553703,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2024,3.9103174,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2025,3.3632644999999997,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2026,2.8202116000000004,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2027,2.2671587000000004,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2028,1.7121058,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2029,1.1600529,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2030,0.608,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2031,0.609,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2032,0.614,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2033,0.613,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2034,0.614,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2035,0.615,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2036,0.618,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2037,0.621,OCT
