supply_node,geography,other_index_1,unit,interpolation_method,extrapolation_method,extrapolation_growth,geography_map_key,source,notes,gau,oth_1,resource_bin,year,value,sensitivity
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2038,0.622,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2039,0.627,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2040,0.63,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2041,0.629,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2042,0.626,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2043,0.627,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2044,0.625,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2045,0.625,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2046,0.623,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2047,0.624,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2048,0.624,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2049,0.625,OCT
Natural Gas Primary - Domestic,us,,quad,linear_interpolation,decay_towards_linear_regression,,,,,us,,,2050,0.626,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2015,0.984405,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2016,0.97382,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2017,1.062734,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2018,1.155145284,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2019,1.245414164,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2020,1.336944776,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2021,1.336881266,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2022,1.3368177559999999,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2023,1.336754246,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2024,1.336692853,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2025,1.336633577,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2026,1.336576418,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2027,1.3365192590000001,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2028,1.3364621,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2029,1.336407058,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2030,1.336354133,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2031,1.336301208,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2032,1.336248283,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2033,1.336197475,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2034,1.3361487840000001,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2035,1.336100093,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2036,1.336051402,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2037,1.3360048279999999,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2038,1.3359582540000001,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2039,1.364899761,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2040,1.3496023190000002,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2041,1.335827,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2042,1.413935832,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2043,1.430454783,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2044,1.52523499,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2045,1.5574917190000002,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2046,1.704331073,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2047,1.4613629830000001,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2048,1.3613453180000001,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2049,1.335511567,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2050,1.335475578,
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2015,0.984405,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2016,0.97382,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2017,1.062734,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2018,1.155145284,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2019,1.245414164,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2020,1.336944776,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2021,1.336881266,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2022,1.3368177559999999,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2023,1.336754246,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2024,1.336692853,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2025,1.336633577,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2026,1.336576418,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2027,1.3365192590000001,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2028,1.3364621,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2029,1.336407058,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2030,1.336354133,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2031,1.336301208,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2032,1.336248283,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2033,1.336197475,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2034,1.3361487840000001,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2035,1.336100093,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2036,1.336051402,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2037,1.3360048279999999,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2038,1.3359582540000001,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2039,1.364899761,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2040,1.3496023190000002,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2041,1.335827,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2042,1.413935832,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2043,1.430454783,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2044,1.52523499,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2045,1.5574917190000002,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2046,1.704331073,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2047,1.4613629830000001,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2048,1.3613453180000001,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2049,1.335511567,OCT
Oil Primary - Domestic,us,,quad,linear_interpolation,nearest,,,,,us,,,2050,1.335475578,OCT
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2011,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2012,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2013,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2014,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2015,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2016,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2017,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2018,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2019,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2020,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2021,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2022,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2023,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2024,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2025,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2026,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2027,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2028,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2029,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2030,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2031,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2032,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2033,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2034,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2035,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2036,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2037,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2038,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2039,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2040,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2041,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2042,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2043,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2044,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2045,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2046,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2047,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2048,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2049,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,midwest,,,2050,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2011,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2012,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2013,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2014,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2015,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2016,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2017,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2018,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2019,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2020,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2021,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2022,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2023,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2024,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2025,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2026,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2027,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2028,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2029,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2030,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2031,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2032,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2033,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2034,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2035,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2036,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2037,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2038,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2039,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2040,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2041,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2042,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2043,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2044,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2045,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2046,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2047,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2048,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2049,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,northeast,,,2050,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2011,294.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2012,249.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2013,249.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2014,232.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2015,221.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2016,221.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2017,229.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2018,256.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2019,282.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2020,282.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2021,291.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2022,304.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2023,315.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2024,323.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2025,328.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2026,335.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2027,336.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2028,337.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2029,339.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2030,342.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2031,345.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2032,349.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2033,351.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2034,355.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2035,359.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2036,363.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2037,366.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2038,369.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2039,375.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2040,379.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2041,380.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2042,381.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2043,382.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2044,383.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2045,384.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2046,385.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2047,388.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2048,391.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2049,395.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,south,,,2050,402.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2011,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2012,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2013,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2014,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2015,0.0,
Petrochemical Feedstock Delivery,census region,,teraBtu,linear_interpolation,decay_towards_linear_regression,,Bulk Chemicals VOS,,,west,,,2016,0.0,
