supply_tech,capacity_or_energy,definition,reference_tech,geography,currency,currency_year,cost_of_capital,capacity_or_energy_unit,time_unit,is_levelized,interpolation_method,extrapolation_method,extrapolation_growth,source,notes,geography_map_key,new_or_replacement,gau,demand_sector,resource_bin,vintage,value,sensitivity
distribution-sited solar PV power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2047.0,1046.9,
distribution-sited solar PV power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2048.0,1041.18,
distribution-sited solar PV power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2049.0,1035.46,
distribution-sited solar PV power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2050.0,1029.74,
fossil waste steam turbine cogen power plant,capacity,absolute,,mexico,USD,1999.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,1995.0,244.42,
fossil waste steam turbine cogen power plant w/ccs,capacity,relative,,,,,,,,,,,,,,,,,,,,,
fossil waste steam turbine power plant,capacity,absolute,,mexico,USD,1999.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,1995.0,1018.43,
fuel cell power plant,capacity,absolute,,mexico,USD,2013.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2015.0,7249.46,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2015.0,866.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2016.0,864.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2017.0,862.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2018.0,860.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2019.0,858.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2020.0,856.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2021.0,854.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2022.0,852.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2023.0,850.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2024.0,848.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2025.0,846.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2026.0,844.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2027.0,842.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2028.0,840.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2029.0,838.0,
gas cogen composite power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2030.0,830.0,
gas combined cycle IPP cogen power plant,capacity,relative,,,,,,,,,,,,,,,,,,,,,
gas combined cycle IPP cogen power plant w/ccs,capacity,relative,,,,,,,,,,,,,,,,,,,,,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2003.0,1244.21,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2004.0,1244.21,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2005.0,1244.21,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2006.0,1208.34,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2007.0,1171.59,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2008.0,1134.84,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2009.0,1098.09,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2010.0,1062.81,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2011.0,1233.33,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2012.0,1403.85,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2013.0,1574.37,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2014.0,1744.89,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2015.0,1916.88,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2016.0,1856.61,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2017.0,1796.34,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2018.0,1736.07,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2019.0,1675.8,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2020.0,1615.53,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2021.0,1555.26,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2022.0,1494.99,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2023.0,1434.72,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2024.0,1374.45,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2025.0,1314.18,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2026.0,1253.91,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2027.0,1193.64,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2028.0,1133.37,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2029.0,1073.1,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2030.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2031.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2032.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2033.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2034.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2035.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2036.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2037.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2038.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2039.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2040.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2041.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2042.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2043.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2044.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2045.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2046.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2047.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2048.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2049.0,1005.48,
gas combined cycle cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2050.0,1005.48,
gas combined cycle cogen power plant w/ccs,capacity,relative,,,,,,,,,,,,,,,,,,,,,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2014.0,1015.08,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2015.0,1010.08,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2016.0,1013.17,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2017.0,1009.1,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2018.0,999.76,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2019.0,997.13,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2020.0,993.99,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2021.0,991.69,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2022.0,989.4,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2023.0,985.99,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2024.0,983.44,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2025.0,979.41,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2026.0,973.05,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2027.0,970.31,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2028.0,966.21,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2029.0,960.98,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2030.0,957.0,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2031.0,954.14,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2032.0,949.91,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2033.0,946.7,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2034.0,943.7,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2035.0,940.87,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2036.0,937.02,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2037.0,934.33,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2038.0,931.07,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2039.0,928.16,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2040.0,923.51,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2041.0,920.16,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2042.0,916.81,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2043.0,913.46,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2044.0,910.12,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2045.0,906.77,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2046.0,903.42,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2047.0,900.07,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2048.0,896.72,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2049.0,893.37,
gas combined cycle power plant,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2050.0,890.02,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2014.0,2176.56,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2015.0,2161.74,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2016.0,2164.23,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2017.0,2148.82,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2018.0,2101.72,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2019.0,2057.64,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2020.0,2044.99,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2021.0,2034.08,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2022.0,2023.16,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2023.0,2009.98,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2024.0,1998.55,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2025.0,1983.26,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2026.0,1961.41,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2027.0,1949.14,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2028.0,1933.54,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2029.0,1914.76,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2030.0,1899.59,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2031.0,1886.96,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2032.0,1871.46,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2033.0,1858.48,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2034.0,1845.73,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2035.0,1833.29,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2036.0,1818.69,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2037.0,1806.49,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2038.0,1793.33,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2039.0,1780.83,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2040.0,1761.19,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2041.0,1747.35,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2042.0,1733.51,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2043.0,1719.67,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2044.0,1705.83,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2045.0,1691.99,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2046.0,1678.15,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2047.0,1664.31,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2048.0,1650.47,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2049.0,1636.63,
gas combined cycle power plant with CCS,capacity,absolute,,mexico,USD,2014.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2050.0,1622.79,
gas combustion turbine IPP cogen power plant,capacity,relative,,,,,,,,,,,,,,,,,,,,,
gas combustion turbine IPP cogen power plant w/ccs,capacity,relative,,,,,,,,,,,,,,,,,,,,,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2003.0,816.96,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2004.0,816.96,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2005.0,816.96,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2006.0,799.2,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2007.0,781.44,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2008.0,763.68,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2009.0,745.92,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2010.0,726.68,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2011.0,722.98,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2012.0,719.28,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2013.0,715.58,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2014.0,711.88,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2015.0,709.66,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2016.0,705.22,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2017.0,700.78,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2018.0,696.34,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2019.0,691.9,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2020.0,687.46,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2021.0,683.02,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2022.0,678.58,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2023.0,674.14,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2024.0,669.7,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2025.0,665.26,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2026.0,660.82,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2027.0,656.38,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2028.0,651.94,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2029.0,647.5,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2030.0,643.06,
gas combustion turbine cogen power plant,capacity,absolute,,mexico,USD,2005.0,,kilowatt,,False,linear_interpolation,nearest,,,,,new,mx,,,2031.0,643.06,
